type,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,X,Y,quality
red,8,0.38,0.06,1.8,0.078,12,49,0.99625,3.37,0.52,9.9,-31854.0039726751,260489.766845611,6
red,8.5,0.37,0.2,2.8,0.09,18,58,0.998,3.34,0.7,9.6,-34942.2101813128,224282.644097449,6
red,6.9,0.52,0.25,2.6,0.081,10,37,0.99685,3.46,0.5,11,-15340.0550298474,215307.351682348,5
red,8.2,1,0.09,2.3,0.065,7,37,0.99685,3.32,0.55,9,-25681.7091936072,242477.801896303,6
red,7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,-21781.2391039862,266932.1499021,6
red,7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,-30646.096698277,261039.859773856,6
red,7.2,0.645,0,1.9,0.097,15,39,0.99675,3.37,0.58,9.2,-42194.3324179263,199935.298732864,6
red,7.2,0.63,0,1.9,0.097,14,38,0.99675,3.37,0.58,9,-26464.3502861017,221104.048050628,6
red,8.2,1,0.09,2.3,0.065,7,37,0.99685,3.32,0.55,9,-29218.4165551817,259917.2689817,6
red,8.9,0.635,0.37,1.7,0.263,5,62,0.9971,3,1.09,9.3,-31021.6714727522,232917.702073991,5
red,12,0.38,0.56,2.1,0.093,6,24,0.99925,3.14,0.71,10.9,-19804.0345466483,195833.816063991,6
red,7.7,0.58,0.1,1.8,0.102,28,109,0.99565,3.08,0.49,9.8,-25429.8223084241,266552.404794216,6
red,15,0.21,0.44,2.2,0.075,10,24,1.00005,3.07,0.84,9.2,-33348.88991684,223538.857417473,7
red,15,0.21,0.44,2.2,0.075,10,24,1.00005,3.07,0.84,9.2,-24676.9255146128,218142.735665599,7
red,7.3,0.66,0,2,0.084,6,23,0.9983,3.61,0.96,9.9,-41829.0421274815,227973.424742057,6
red,7.1,0.68,0.07,1.9,0.075,16,51,0.99685,3.38,0.52,9.5,-13644.4146849741,208395.014378712,5
red,8.2,0.6,0.17,2.3,0.072,11,73,0.9963,3.2,0.45,9.3,-17326.7883912223,217092.586571211,5
red,7.7,0.53,0.06,1.7,0.074,9,39,0.99615,3.35,0.48,9.8,-31210.4369938949,212124.420400411,6
red,7.3,0.66,0,2,0.084,6,23,0.9983,3.61,0.96,9.9,5873.74339243816,191192.686897434,6
red,10.8,0.32,0.44,1.6,0.063,16,37,0.9985,3.22,0.78,10,25.2467575411917,199593.331010949,6
red,7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9,-39322.5002170378,220703.336906042,6
red,11.1,0.35,0.48,3.1,0.09,5,21,0.9986,3.17,0.53,10.5,-19570.3538938019,262257.136499206,5
red,7.7,0.775,0.42,1.9,0.092,8,86,0.9959,3.23,0.59,9.5,-32509.9377608063,263344.560528202,5
red,7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9,-1698.27267059913,201839.922443949,6
red,8,0.57,0.23,3.2,0.073,17,119,0.99675,3.26,0.57,9.3,-30602.043388458,266556.31226957,5
red,9.4,0.34,0.37,2.2,0.075,5,13,0.998,3.22,0.62,9.2,-12521.4477113338,270360.429732557,5
red,6.6,0.695,0,2.1,0.075,12,56,0.9968,3.49,0.67,9.2,-31292.3302197105,266698.260092792,5
red,7.7,0.41,0.76,1.8,0.611,8,45,0.9968,3.06,1.26,9.4,-13497.1194296822,186982.434017102,5
red,10,0.31,0.47,2.6,0.085,14,33,0.99965,3.36,0.8,10.5,-21781.4194961205,238683.11555184,7
red,7.9,0.33,0.23,1.7,0.077,18,45,0.99625,3.29,0.65,9.3,-21285.4317646685,266229.908078417,5
red,7,0.975,0.04,2,0.087,12,67,0.99565,3.35,0.6,9.4,-3270.0703989523,214782.68234071,4
red,8,0.52,0.03,1.7,0.07,10,35,0.99575,3.34,0.57,10,-39900.0884511506,234434.804045984,5
red,7.9,0.37,0.23,1.8,0.077,23,49,0.9963,3.28,0.67,9.3,-20010.7025349837,201532.341968567,5
red,12.5,0.56,0.49,2.4,0.064,5,27,0.9999,3.08,0.87,10.9,-22096.6562008127,218150.880633123,5
red,11.8,0.26,0.52,1.8,0.071,6,10,0.9968,3.2,0.72,10.2,8981.18524723626,199560.520716909,7
red,8.1,0.87,0,3.3,0.096,26,61,1.00025,3.6,0.72,9.8,10431.3420483568,202473.956084413,4
red,7.9,0.35,0.46,3.6,0.078,15,37,0.9973,3.35,0.86,12.8,-7134.38185780085,195777.848110389,8
red,6.9,0.54,0.04,3,0.077,7,27,0.9987,3.69,0.91,9.4,-25339.5588684414,263575.72853573,6
red,11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,-34825.6729908258,228530.359271628,6
red,7.9,0.545,0.06,4,0.087,27,61,0.9965,3.36,0.67,10.7,-29428.2148235277,257777.81558005,6
red,11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,-22469.5382311173,199569.050345551,6
red,10.9,0.37,0.58,4,0.071,17,65,0.99935,3.22,0.78,10.1,-26615.4126627072,198886.610661638,5
red,8.4,0.715,0.2,2.4,0.076,10,38,0.99735,3.31,0.64,9.4,-7261.85373708495,206042.942607995,5
red,7.5,0.65,0.18,7,0.088,27,94,0.99915,3.38,0.77,9.4,-29180.5068308452,191653.796766307,5
red,7.9,0.545,0.06,4,0.087,27,61,0.9965,3.36,0.67,10.7,-21798.039905513,220057.447927559,6
red,6.9,0.54,0.04,3,0.077,7,27,0.9987,3.69,0.91,9.4,15096.1425618733,202639.347226508,6
red,11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,-18834.4288661106,215143.770982505,6
red,10.3,0.32,0.45,6.4,0.073,5,13,0.9976,3.23,0.82,12.6,-45526.5226969006,219408.299230574,8
red,8.9,0.4,0.32,5.6,0.087,10,47,0.9991,3.38,0.77,10.5,-16145.3584473301,202671.387657165,7
red,11.4,0.26,0.44,3.6,0.071,6,19,0.9986,3.12,0.82,9.3,-10796.000092334,269271.329449999,6
red,7.7,0.27,0.68,3.5,0.358,5,10,0.9972,3.25,1.08,9.9,-32474.7203120733,235737.130578791,7
red,7.6,0.52,0.12,3,0.067,12,53,0.9971,3.36,0.57,9.1,-12769.9828634224,212145.02214983,5
red,8.9,0.4,0.32,5.6,0.087,10,47,0.9991,3.38,0.77,10.5,-27898.9058741715,238764.788508304,7
red,9.9,0.59,0.07,3.4,0.102,32,71,1.00015,3.31,0.71,9.8,-33999.8360070378,260531.154713747,5
red,9.9,0.59,0.07,3.4,0.102,32,71,1.00015,3.31,0.71,9.8,-15415.4699262788,216175.162943191,5
red,12,0.45,0.55,2,0.073,25,49,0.9997,3.1,0.76,10.3,-199.515023222986,188341.295921517,6
red,7.5,0.4,0.12,3,0.092,29,53,0.9967,3.37,0.7,10.3,-14601.1934622756,267763.820090828,6
red,8.7,0.52,0.09,2.5,0.091,20,49,0.9976,3.34,0.86,10.6,-9043.37470728648,194381.552920946,7
red,11.6,0.42,0.53,3.3,0.105,33,98,1.001,3.2,0.95,9.2,9197.38737238066,190156.642406103,5
red,8.7,0.52,0.09,2.5,0.091,20,49,0.9976,3.34,0.86,10.6,-22449.4541050114,199511.705241277,7
red,11,0.2,0.48,2,0.343,6,18,0.9979,3.3,0.71,10.5,-10476.2794968398,214746.091845734,5
red,10.4,0.55,0.23,2.7,0.091,18,48,0.9994,3.22,0.64,10.3,-37781.890536935,205028.314232239,6
red,6.9,0.36,0.25,2.4,0.098,5,16,0.9964,3.41,0.6,10.1,-14512.9874637474,269800.721657089,6
red,13.3,0.34,0.52,3.2,0.094,17,53,1.0014,3.05,0.81,9.5,-28617.5980630604,236110.217219473,6
red,10.8,0.5,0.46,2.5,0.073,5,27,1.0001,3.05,0.64,9.5,-42944.75551993,229040.637722375,5
red,10.6,0.83,0.37,2.6,0.086,26,70,0.9981,3.16,0.52,9.9,-32143.7180413735,196488.773093176,5
red,7.1,0.63,0.06,2,0.083,8,29,0.99855,3.67,0.73,9.6,-38075.9218806099,236430.920092847,5
red,7.2,0.65,0.02,2.3,0.094,5,31,0.9993,3.67,0.8,9.7,-19433.9858161666,236909.333424034,5
red,6.9,0.67,0.06,2.1,0.08,8,33,0.99845,3.68,0.71,9.6,-23516.406540805,233845.250551957,5
red,7.5,0.53,0.06,2.6,0.086,20,44,0.9965,3.38,0.59,10.7,-35248.5476346988,227497.230454155,6
red,11.1,0.18,0.48,1.5,0.068,7,15,0.9973,3.22,0.64,10.1,-44364.5358303368,200248.406990874,6
red,8.3,0.705,0.12,2.6,0.092,12,28,0.9994,3.51,0.72,10,-34181.1930847914,264590.537547828,5
red,7.4,0.67,0.12,1.6,0.186,5,21,0.996,3.39,0.54,9.5,-36136.1580023783,233143.870560624,5
red,8.4,0.65,0.6,2.1,0.112,12,90,0.9973,3.2,0.52,9.2,15962.3647024144,204812.082477214,5
red,10.3,0.53,0.48,2.5,0.063,6,25,0.9998,3.12,0.59,9.3,-37732.2137740421,204999.472243253,6
red,7.6,0.62,0.32,2.2,0.082,7,54,0.9966,3.36,0.52,9.4,-16217.026201326,218450.033413728,5
red,10.3,0.41,0.42,2.4,0.213,6,14,0.9994,3.19,0.62,9.5,12589.7171338633,207191.655683774,6
red,10.3,0.43,0.44,2.4,0.214,5,12,0.9994,3.19,0.63,9.5,-9422.23733242045,203130.329337709,6
red,7.4,0.29,0.38,1.7,0.062,9,30,0.9968,3.41,0.53,9.5,-30226.8654157132,264998.331053579,6
red,10.3,0.53,0.48,2.5,0.063,6,25,0.9998,3.12,0.59,9.3,17148.5658187321,203112.576939491,6
red,7.9,0.53,0.24,2,0.072,15,105,0.996,3.27,0.54,9.4,443.356041589864,198480.947042544,6
red,9,0.46,0.31,2.8,0.093,19,98,0.99815,3.32,0.63,9.5,-29291.0238192274,193041.643216891,6
red,8.6,0.47,0.3,3,0.076,30,135,0.9976,3.3,0.53,9.4,7577.64759826099,198954.785318867,5
red,7.4,0.36,0.29,2.6,0.087,26,72,0.99645,3.39,0.68,11,-49129.4203868547,229537.277999139,5
red,7.1,0.35,0.29,2.5,0.096,20,53,0.9962,3.42,0.65,11,-42110.757447308,227766.200231579,6
red,9.6,0.56,0.23,3.4,0.102,37,92,0.9996,3.3,0.65,10.1,-27985.933447132,259942.352355558,5
red,9.6,0.77,0.12,2.9,0.082,30,74,0.99865,3.3,0.64,10.4,-43178.8345503745,200217.229327898,6
red,9.8,0.66,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,-32281.1696906672,212475.922755214,7
red,9.6,0.77,0.12,2.9,0.082,30,74,0.99865,3.3,0.64,10.4,-9343.84690305964,194574.801919209,6
red,9.8,0.66,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,3389.78022048211,187425.837732709,7
red,9.3,0.61,0.26,3.4,0.09,25,87,0.99975,3.24,0.62,9.7,-30837.3736409335,236633.796774714,5
red,7.8,0.62,0.05,2.3,0.079,6,18,0.99735,3.29,0.63,9.3,12488.5783563104,207229.752543414,5
red,10.3,0.59,0.42,2.8,0.09,35,73,0.999,3.28,0.7,9.5,-29221.7538987293,259789.44900538,6
red,10,0.49,0.2,11,0.071,13,50,1.0015,3.16,0.69,9.2,-43807.3126295849,230658.630725689,6
red,10,0.49,0.2,11,0.071,13,50,1.0015,3.16,0.69,9.2,-7343.46184052856,205100.218197635,6
red,11.6,0.53,0.66,3.65,0.121,6,14,0.9978,3.05,0.74,11.5,-17302.0393847476,261319.636686953,7
red,10.3,0.44,0.5,4.5,0.107,5,13,0.998,3.28,0.83,11.5,-11585.6103485955,228719.754947423,5
red,13.4,0.27,0.62,2.6,0.082,6,21,1.0002,3.16,0.67,9.7,-38750.8956813825,231780.40394595,6
red,10.7,0.46,0.39,2,0.061,7,15,0.9981,3.18,0.62,9.5,10358.8479642058,195954.070972837,5
red,10.2,0.36,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5,11309.4494457138,189463.708293589,6
red,10.2,0.36,0.64,2.9,0.122,10,41,0.998,3.23,0.66,12.5,-33832.6135351251,198501.161530486,6
red,8,0.58,0.28,3.2,0.066,21,114,0.9973,3.22,0.54,9.4,-10812.8216845772,268304.075914115,6
red,8.4,0.56,0.08,2.1,0.105,16,44,0.9958,3.13,0.52,11,10289.144662169,192025.694250457,5
red,7.9,0.65,0.01,2.5,0.078,17,38,0.9963,3.34,0.74,11.7,-28921.3276239633,267070.043406705,7
red,11.9,0.695,0.53,3.4,0.128,7,21,0.9992,3.17,0.84,12.2,2234.97334452731,187560.823399836,7
red,8.9,0.43,0.45,1.9,0.052,6,16,0.9948,3.35,0.7,12.5,-31011.7857745832,237200.977058854,6
red,7.8,0.43,0.32,2.8,0.08,29,58,0.9974,3.31,0.64,10.3,-19399.8446178461,213719.22097572,5
red,12.4,0.49,0.58,3,0.103,28,99,1.0008,3.16,1,11.5,-15969.6533028082,220666.487351841,6
red,12.5,0.28,0.54,2.3,0.082,12,29,0.9997,3.11,1.36,9.8,-37178.3952036003,221602.253286784,7
red,12.2,0.34,0.5,2.4,0.066,10,21,1,3.12,1.18,9.2,-31528.5381122041,235854.335941851,6
red,10.6,0.42,0.48,2.7,0.065,5,18,0.9972,3.21,0.87,11.3,-28264.4093983441,223098.262283433,6
red,10.9,0.39,0.47,1.8,0.118,6,14,0.9982,3.3,0.75,9.8,-36833.9535797074,235545.231961336,6
red,10.9,0.39,0.47,1.8,0.118,6,14,0.9982,3.3,0.75,9.8,-22332.3532709077,234909.288996704,6
red,11.9,0.57,0.5,2.6,0.082,6,32,1.0006,3.12,0.78,10.7,9866.7507931672,202137.428646895,6
red,7,0.685,0,1.9,0.067,40,63,0.9979,3.6,0.81,9.9,-19666.5818124091,225235.550090382,5
red,6.6,0.815,0.02,2.7,0.072,17,34,0.9955,3.58,0.89,12.3,-42184.0017660778,228309.424057787,7
red,13.8,0.49,0.67,3,0.093,6,15,0.9986,3.02,0.93,12,-19614.8537178159,261512.165784029,6
red,9.6,0.56,0.31,2.8,0.089,15,46,0.9979,3.11,0.92,10,6273.80640675348,186736.465988282,6
red,9.1,0.785,0,2.6,0.093,11,28,0.9994,3.36,0.86,9.4,-29590.007493978,263147.131085057,6
red,10.7,0.67,0.22,2.7,0.107,17,34,1.0004,3.28,0.98,9.9,-29459.0132821112,262340.413087439,6
red,9.1,0.795,0,2.6,0.096,11,26,0.9994,3.35,0.83,9.4,-30302.9610639631,234273.836682481,6
red,7.7,0.665,0,2.4,0.09,8,19,0.9974,3.27,0.73,9.3,-38481.7117163239,220673.192635356,5
red,13.5,0.53,0.79,4.8,0.12,23,77,1.0018,3.18,0.77,13,-27357.6038734702,237654.334269062,5
red,6.1,0.21,0.4,1.4,0.066,40.5,165,0.9912,3.25,0.59,11.9,10677.9903606104,193644.323449534,6
red,6.7,0.75,0.01,2.4,0.078,17,32,0.9955,3.55,0.61,12.8,-361.916160348351,201293.997104477,6
red,11.5,0.41,0.52,3,0.08,29,55,1.0001,3.26,0.88,11,12545.0020290384,206494.524358264,5
red,10.5,0.42,0.66,2.95,0.116,12,29,0.997,3.24,0.75,11.7,-20870.7596888582,235125.101490015,7
red,11.9,0.43,0.66,3.1,0.109,10,23,1,3.15,0.85,10.4,-23134.504004472,211082.963523421,7
red,12.6,0.38,0.66,2.6,0.088,10,41,1.001,3.17,0.68,9.8,-11834.2008846962,268604.637104891,6
red,8.2,0.7,0.23,2,0.099,14,81,0.9973,3.19,0.7,9.4,-10155.9965012313,270594.720550043,5
red,8.6,0.45,0.31,2.6,0.086,21,50,0.9982,3.37,0.91,9.9,-32671.0161184798,236107.44366254,6
red,11.9,0.58,0.66,2.5,0.072,6,37,0.9992,3.05,0.56,10,-45472.9065505566,254168.081720723,5
red,12.5,0.46,0.63,2,0.071,6,15,0.9988,2.99,0.87,10.2,-34914.3917075561,260301.06105871,5
red,12.8,0.615,0.66,5.8,0.083,7,42,1.0022,3.07,0.73,10,-24703.1747814836,218064.059842543,7
red,10,0.42,0.5,3.4,0.107,7,21,0.9979,3.26,0.93,11.8,-26599.7158752438,198782.459546871,6
red,12.8,0.615,0.66,5.8,0.083,7,42,1.0022,3.07,0.73,10,-7500.16618687746,212208.868756936,7
red,10.4,0.575,0.61,2.6,0.076,11,24,1,3.16,0.69,9,11182.6183070059,196152.648464253,5
red,10.3,0.34,0.52,2.8,0.159,15,75,0.9998,3.18,0.64,9.4,-42527.5963115961,232198.219518172,5
red,9.4,0.27,0.53,2.4,0.074,6,18,0.9962,3.2,1.13,12,10392.3475865006,188784.728466126,7
red,6.9,0.765,0.02,2.3,0.063,35,63,0.9975,3.57,0.78,9.9,-30959.1919111473,260485.500007319,5
red,7.9,0.24,0.4,1.6,0.056,11,25,0.9967,3.32,0.87,8.7,-13358.8470682933,199793.692020591,6
red,9.1,0.28,0.48,1.8,0.067,26,46,0.9967,3.32,1.04,10.6,-21961.4818535185,199662.298075669,6
red,7.4,0.55,0.22,2.2,0.106,12,72,0.9959,3.05,0.63,9.2,15384.3506776851,196853.002755946,5
red,14,0.41,0.63,3.8,0.089,6,47,1.0014,3.01,0.81,10.8,-20197.5071344378,218762.535531453,6
red,11.5,0.54,0.71,4.4,0.124,6,15,0.9984,3.01,0.83,11.8,-24539.6909599965,233791.880403425,7
red,11.5,0.45,0.5,3,0.078,19,47,1.0003,3.26,1.11,11,-27826.4616156056,238732.300652139,6
red,9.4,0.27,0.53,2.4,0.074,6,18,0.9962,3.2,1.13,12,3123.20179784926,187720.602412405,7
red,11.4,0.625,0.66,6.2,0.088,6,24,0.9988,3.11,0.99,13.3,-43240.9782684228,208744.525487698,6
red,8.3,0.42,0.38,2.5,0.094,24,60,0.9979,3.31,0.7,10.8,-30468.7865128683,260429.487940667,6
red,8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,-45006.3261552831,206883.738417825,6
red,13.7,0.415,0.68,2.9,0.085,17,43,1.0014,3.06,0.8,10,-26704.1123901451,264471.84440304,6
red,8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,2053.80982825028,187513.247638026,6
red,8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,-30435.8978283193,197264.813609246,6
red,7.7,0.51,0.28,2.1,0.087,23,54,0.998,3.42,0.74,9.2,-31791.8659360147,236552.463550385,5
red,7.4,0.63,0.07,2.4,0.09,11,37,0.9979,3.43,0.76,9.7,-36711.0108674664,235634.922172216,6
red,7.8,0.54,0.26,2,0.088,23,48,0.9981,3.41,0.74,9.2,-21326.8385236742,265170.812457704,6
red,8.3,0.66,0.15,1.9,0.079,17,42,0.9972,3.31,0.54,9.6,-27991.635262202,239027.702559811,6
red,7.8,0.46,0.26,1.9,0.088,23,53,0.9981,3.43,0.74,9.2,-19432.9929849826,214879.642700447,6
red,9.6,0.38,0.31,2.5,0.096,16,49,0.9982,3.19,0.7,10,-25027.913595732,212880.871422287,7
red,5.6,0.85,0.05,1.4,0.045,12,88,0.9924,3.56,0.82,12.9,-42544.5909597744,256842.028830941,8
red,13.7,0.415,0.68,2.9,0.085,17,43,1.0014,3.06,0.8,10,-32650.6074003664,211088.637915272,6
red,9.5,0.37,0.52,2,0.082,6,26,0.998,3.18,0.51,9.5,-195.039964273231,202103.79070567,5
red,8.4,0.665,0.61,2,0.112,13,95,0.997,3.16,0.54,9.1,-26380.0124381456,264371.966830322,5
red,12.7,0.6,0.65,2.3,0.063,6,25,0.9997,3.03,0.57,9.9,-24504.3675408685,223239.163651526,5
red,12,0.37,0.76,4.2,0.066,7,38,1.0004,3.22,0.6,13,-42261.9157066558,245397.378006312,7
red,6.6,0.735,0.02,7.9,0.122,68,124,0.9994,3.47,0.53,9.9,-30235.7899311012,263496.202605668,5
red,11.5,0.59,0.59,2.6,0.087,13,49,0.9988,3.18,0.65,11,-43887.3169887539,231229.580809195,6
red,11.5,0.59,0.59,2.6,0.087,13,49,0.9988,3.18,0.65,11,-26642.5051831933,263659.288234306,6
red,8.7,0.765,0.22,2.3,0.064,9,42,0.9963,3.1,0.55,9.4,-4765.62472658553,195365.517373286,5
red,6.6,0.735,0.02,7.9,0.122,68,124,0.9994,3.47,0.53,9.9,-10952.5585856014,271086.411221765,5
red,7.7,0.26,0.3,1.7,0.059,20,38,0.9949,3.29,0.47,10.8,11265.0735789296,196147.884152568,6
red,12.2,0.48,0.54,2.6,0.085,19,64,1,3.1,0.61,10.5,12844.7962013366,197863.930537445,6
red,11.4,0.6,0.49,2.7,0.085,10,41,0.9994,3.15,0.63,10.5,-10912.1931254623,268559.32495089,6
red,7.7,0.69,0.05,2.7,0.075,15,27,0.9974,3.26,0.61,9.1,-5435.00299141321,208929.09474112,5
red,8.7,0.31,0.46,1.4,0.059,11,25,0.9966,3.36,0.76,10.1,-25313.1352266151,238265.325038413,6
red,9.8,0.44,0.47,2.5,0.063,9,28,0.9981,3.24,0.65,10.8,11648.4320750476,189667.413204668,6
red,12,0.39,0.66,3,0.093,12,30,0.9996,3.18,0.63,10.8,-29406.1651667439,263195.261391487,7
red,10.4,0.34,0.58,3.7,0.174,6,16,0.997,3.19,0.7,11.3,-25361.8502098026,189980.484564815,6
red,12.5,0.46,0.49,4.5,0.07,26,49,0.9981,3.05,0.57,9.6,-14903.2272832362,214162.373250317,4
red,9,0.43,0.34,2.5,0.08,26,86,0.9987,3.38,0.62,9.5,-16658.4690703536,262890.792350925,6
red,9.1,0.45,0.35,2.4,0.08,23,78,0.9987,3.38,0.62,9.5,-38277.770591739,186852.543002247,5
red,7.1,0.735,0.16,1.9,0.1,15,77,0.9966,3.27,0.64,9.3,-43829.1913984926,230390.700760834,5
red,9.9,0.4,0.53,6.7,0.097,6,19,0.9986,3.27,0.82,11.7,-30109.1380385833,262427.4297303,7
red,8.8,0.52,0.34,2.7,0.087,24,122,0.9982,3.26,0.61,9.5,-17862.6342091104,239721.49709456,5
red,8.6,0.725,0.24,6.6,0.117,31,134,1.0014,3.32,1.07,9.3,-24080.1768612344,230022.913039971,5
red,10.6,0.48,0.64,2.2,0.111,6,20,0.997,3.26,0.66,11.7,-49757.1764284714,224775.364182857,6
red,7,0.58,0.12,1.9,0.091,34,124,0.9956,3.44,0.48,10.5,-33606.3383696928,228718.448554261,5
red,11.9,0.38,0.51,2,0.121,7,20,0.9996,3.24,0.76,10.4,-26995.433844005,265619.879823515,6
red,6.8,0.77,0,1.8,0.066,34,52,0.9976,3.62,0.68,9.9,-33431.5235404412,212871.727753948,5
red,9.5,0.56,0.33,2.4,0.089,35,67,0.9972,3.28,0.73,11.8,-18641.5011423594,192318.322703202,7
red,6.6,0.84,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,-25262.845452607,224031.660315766,7
red,7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9,-25360.4525841887,200874.243453087,5
red,10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11,-25864.0461187453,189220.230264227,7
red,7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9,-15127.9421574721,264542.814848036,5
red,6.6,0.84,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,-36658.8375487715,238185.054346295,7
red,6.4,0.67,0.08,2.1,0.045,19,48,0.9949,3.49,0.49,11.4,-21713.6373351163,267725.499610637,6
red,9.5,0.78,0.22,1.9,0.077,6,32,0.9988,3.26,0.56,10.6,-15972.2520984473,206285.559377806,6
red,9.1,0.52,0.33,1.3,0.07,9,30,0.9978,3.24,0.6,9.3,-6244.80605924496,208778.966803396,5
red,12.8,0.84,0.63,2.4,0.088,13,35,0.9997,3.1,0.6,10.4,-18703.5805166752,217065.77133032,6
red,10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11,-24753.8108170668,222191.75107079,7
red,7.8,0.55,0.35,2.2,0.074,21,66,0.9974,3.25,0.56,9.2,-37717.5211050584,211466.319383219,5
red,11.9,0.37,0.69,2.3,0.078,12,24,0.9958,3,0.65,12.8,-26278.5339099763,236128.385490503,6
red,12.3,0.39,0.63,2.3,0.091,6,18,1.0004,3.16,0.49,9.5,-45996.5380306528,218183.853049757,5
red,10.4,0.41,0.55,3.2,0.076,22,54,0.9996,3.15,0.89,9.9,-26035.1726080527,261281.24333959,6
red,12.3,0.39,0.63,2.3,0.091,6,18,1.0004,3.16,0.49,9.5,-29890.6529572215,265307.864447876,5
red,8,0.67,0.3,2,0.06,38,62,0.9958,3.26,0.56,10.2,-41700.3631928178,260678.123793423,6
red,11.1,0.45,0.73,3.2,0.066,6,22,0.9986,3.17,0.66,11.2,-22242.4144726428,236110.988969675,6
red,10.4,0.41,0.55,3.2,0.076,22,54,0.9996,3.15,0.89,9.9,-23117.1531448788,225180.292822877,6
red,7,0.62,0.18,1.5,0.062,7,50,0.9951,3.08,0.6,9.3,-9241.72746923806,269927.105451959,5
red,12.6,0.31,0.72,2.2,0.072,6,29,0.9987,2.88,0.82,9.8,-24659.8527503751,222040.672311476,8
red,11.9,0.4,0.65,2.15,0.068,7,27,0.9988,3.06,0.68,11.3,-11711.2567050656,220642.262138198,6
red,15.6,0.685,0.76,3.7,0.1,6,43,1.0032,2.95,0.68,11.2,-46281.4110979742,216266.273659049,7
red,10,0.44,0.49,2.7,0.077,11,19,0.9963,3.23,0.63,11.6,9321.994905735,199840.206368455,7
red,5.3,0.57,0.01,1.7,0.054,5,27,0.9934,3.57,0.84,12.5,-28600.6224994382,238186.496863487,7
red,9.5,0.735,0.1,2.1,0.079,6,31,0.9986,3.23,0.56,10.1,-8896.79554819886,191784.740550658,6
red,12.5,0.38,0.6,2.6,0.081,31,72,0.9996,3.1,0.73,10.5,-11532.4991392432,220798.164990797,5
red,9.3,0.48,0.29,2.1,0.127,6,16,0.9968,3.22,0.72,11.2,-18108.795261671,219261.628943999,5
red,8.6,0.53,0.22,2,0.1,7,27,0.9967,3.2,0.56,10.2,-21093.0446149958,265848.564789515,6
red,11.9,0.39,0.69,2.8,0.095,17,35,0.9994,3.1,0.61,10.8,-754.591913871454,193069.203428268,6
red,11.9,0.39,0.69,2.8,0.095,17,35,0.9994,3.1,0.61,10.8,-24056.6230606883,216337.683851402,6
red,8.4,0.37,0.53,1.8,0.413,9,26,0.9979,3.06,1.06,9.1,15554.8226810005,200707.439265496,6
red,6.8,0.56,0.03,1.7,0.084,18,35,0.9968,3.44,0.63,10,-41548.5263165412,212262.836434802,6
red,10.4,0.33,0.63,2.8,0.084,5,22,0.9998,3.26,0.74,11.2,-22251.4370436214,264104.816961134,7
red,7,0.23,0.4,1.6,0.063,21,67,0.9952,3.5,0.63,11.1,-330.55945502039,188730.499667177,5
red,11.3,0.62,0.67,5.2,0.086,6,19,0.9988,3.22,0.69,13.4,-23026.8376726387,223811.659277561,8
red,8.9,0.59,0.39,2.3,0.095,5,22,0.9986,3.37,0.58,10.3,-36282.6616021663,214445.382428707,5
red,9.2,0.63,0.21,2.7,0.097,29,65,0.9988,3.28,0.58,9.6,8822.81808941178,203828.161459553,5
red,10.4,0.33,0.63,2.8,0.084,5,22,0.9998,3.26,0.74,11.2,-43185.9021484231,208718.086746549,7
red,11.6,0.58,0.66,2.2,0.074,10,47,1.0008,3.25,0.57,9,-1028.93388121044,192289.241058824,3
red,9.2,0.43,0.52,2.3,0.083,14,23,0.9976,3.35,0.61,11.3,-51541.421128093,219889.964838399,6
red,8.3,0.615,0.22,2.6,0.087,6,19,0.9982,3.26,0.61,9.3,-11024.2977705154,200751.41806575,5
red,11,0.26,0.68,2.55,0.085,10,25,0.997,3.18,0.61,11.8,-39472.6634509485,188914.792497481,5
red,8.1,0.66,0.7,2.2,0.098,25,129,0.9972,3.08,0.53,9,-29890.9764683739,258892.00997611,5
